id,createdAt,updatedAt,handle,name,slug,city,abbreviation,logo,logoSlug,wins,losses,winPercentage,conference,division,established
1610612745,2021-03-26 19:04:37.842,2021-03-26 19:05:43.39,1610612745,Rockets,rockets,Houston,HOU,https://res.cloudinary.com/dbc3x3s7c/image/upload/v1611526602/nba-logos/houston-rockets-logo.png,houston-rockets-logo,12,31,0.27899999999999997,West,Southwest,1967
1610612754,2021-03-26 19:04:37.844,2021-03-26 19:05:43.687,1610612754,Pacers,pacers,Indiana,IND,https://res.cloudinary.com/dbc3x3s7c/image/upload/v1611526602/nba-logos/indiana-pacers-logo.png,indiana-pacers-logo,20,23,0.46499999999999997,East,Central,1976
1610612746,2021-03-26 19:04:37.847,2021-03-26 19:05:43.973,1610612746,Clippers,clippers,LA,LAC,https://res.cloudinary.com/dbc3x3s7c/image/upload/v1611526602/nba-logos/los-angeles-clippers-logo.png,los-angeles-clippers-logo,30,16,0.652,West,Pacific,1970
1610612747,2021-03-26 19:04:37.867,2021-03-26 19:05:44.246,1610612747,Lakers,lakers,Los Angeles,LAL,https://res.cloudinary.com/dbc3x3s7c/image/upload/v1611526602/nba-logos/los-angeles-lakers-logo.png,los-angeles-lakers-logo,28,17,0.622,West,Pacific,1948
1610612763,2021-03-26 19:04:37.869,2021-03-26 19:05:44.531,1610612763,Grizzlies,grizzlies,Memphis,MEM,https://res.cloudinary.com/dbc3x3s7c/image/upload/v1611526602/nba-logos/memphis-grizzlies-logo.png,memphis-grizzlies-logo,21,20,0.512,West,Southwest,1995
1610612748,2021-03-26 19:04:37.872,2021-03-26 19:05:44.834,1610612748,Heat,heat,Miami,MIA,https://res.cloudinary.com/dbc3x3s7c/image/upload/v1611526603/nba-logos/miami-heat-logo.png,miami-heat-logo,22,23,0.489,East,Southeast,1988
1610612749,2021-03-26 19:04:37.876,2021-03-26 19:05:45.086,1610612749,Bucks,bucks,Milwaukee,MIL,https://res.cloudinary.com/dbc3x3s7c/image/upload/v1611526602/nba-logos/milwaukee-bucks-logo.png,milwaukee-bucks-logo,29,14,0.6739999999999999,East,Central,1968
1610612750,2021-03-26 19:04:37.879,2021-03-26 19:05:45.339,1610612750,Timberwolves,timberwolves,Minnesota,MIN,https://res.cloudinary.com/dbc3x3s7c/image/upload/v1611526604/nba-logos/minnesota-timberwolves-logo.png,minnesota-timberwolves-logo,10,34,0.227,West,Northwest,1989
1610612740,2021-03-26 19:04:37.882,2021-03-26 19:05:45.595,1610612740,Pelicans,pelicans,New Orleans,NOP,https://res.cloudinary.com/dbc3x3s7c/image/upload/v1611526604/nba-logos/new-orleans-pelicans-logo.png,new-orleans-pelicans-logo,19,24,0.442,West,Southwest,2002
1610612752,2021-03-26 19:04:37.885,2021-03-26 19:05:45.85,1610612752,Knicks,knicks,New York,NYK,https://res.cloudinary.com/dbc3x3s7c/image/upload/v1611526603/nba-logos/new-york-knicks-logo.png,new-york-knicks-logo,23,22,0.511,East,Atlantic,1946
1610612760,2021-03-26 19:04:37.896,2021-03-26 19:05:46.145,1610612760,Thunder,thunder,Oklahoma City,OKC,https://res.cloudinary.com/dbc3x3s7c/image/upload/v1611526602/nba-logos/oklahoma-city-thunder-logo.png,oklahoma-city-thunder-logo,19,25,0.432,West,Northwest,1967
1610612753,2021-03-26 19:04:37.916,2021-03-26 19:05:46.428,1610612753,Magic,magic,Orlando,ORL,https://res.cloudinary.com/dbc3x3s7c/image/upload/v1611526603/nba-logos/orlando-magic-logo.png,orlando-magic-logo,15,29,0.34099999999999997,East,Southeast,1989
1610612755,2021-03-26 19:04:37.921,2021-03-26 19:05:46.72,1610612755,76ers,sixers,Philadelphia,PHI,https://res.cloudinary.com/dbc3x3s7c/image/upload/v1611526603/nba-logos/philadelphia-76ers-logo.png,philadelphia-76ers-logo,32,13,0.711,East,Atlantic,1949
1610612756,2021-03-26 19:04:37.925,2021-03-26 19:05:46.986,1610612756,Suns,suns,Phoenix,PHX,https://res.cloudinary.com/dbc3x3s7c/image/upload/v1611526603/nba-logos/phoenix-suns-logo.png,phoenix-suns-logo,29,14,0.6739999999999999,West,Pacific,1968
1610612757,2021-03-26 19:04:37.93,2021-03-26 19:05:47.243,1610612757,Trail Blazers,blazers,Portland,POR,https://res.cloudinary.com/dbc3x3s7c/image/upload/v1611526604/nba-logos/portland-trail-blazers-logo.png,portland-trail-blazers-logo,26,18,0.591,West,Northwest,1970
1610612758,2021-03-26 19:04:37.933,2021-03-26 19:05:47.489,1610612758,Kings,kings,Sacramento,SAC,https://res.cloudinary.com/dbc3x3s7c/image/upload/v1611526603/nba-logos/sacramento-kings-logo.png,sacramento-kings-logo,20,25,0.444,West,Pacific,1948
1610612759,2021-03-26 19:04:37.935,2021-03-26 19:05:47.84,1610612759,Spurs,spurs,San Antonio,SAS,https://res.cloudinary.com/dbc3x3s7c/image/upload/v1611526604/nba-logos/san-antonio-spurs-logo.png,san-antonio-spurs-logo,22,20,0.524,West,Southwest,1976
1610612761,2021-03-26 19:04:37.938,2021-03-26 19:05:48.092,1610612761,Raptors,raptors,Toronto,TOR,https://res.cloudinary.com/dbc3x3s7c/image/upload/v1611526604/nba-logos/toronto-raptors-logo.png,toronto-raptors-logo,18,26,0.409,East,Atlantic,1995
1610612762,2021-03-26 19:04:37.941,2021-03-26 19:05:48.335,1610612762,Jazz,jazz,Utah,UTA,https://res.cloudinary.com/dbc3x3s7c/image/upload/v1611526604/nba-logos/utah-jazz-logo.png,utah-jazz-logo,32,11,0.744,West,Northwest,1974
1610612764,2021-03-26 19:04:37.944,2021-03-26 19:05:48.676,1610612764,Wizards,wizards,Washington,WAS,https://res.cloudinary.com/dbc3x3s7c/image/upload/v1611526604/nba-logos/washington-wizards-logo.png,washington-wizards-logo,15,28,0.349,East,Southeast,1961
